"MonitoringLocation","TotalDepth_min","TotalDepth_max","maxSampleDepth_min","maxSampleDepth_max","n_DO_min","n_DO_max","year_min","year_max","TotalDepth_10","TotalDepth_90","maxSampleDepth_10","maxSampleDepth_90","n_DO_10","n_DO_90","Num_Events","boo.CBP144","Latitude","Longitude","UTMX","UTMY"
"1AAUA001.39",2.5,3,1.5,2,3,4,2007,2015,2.5,3,1.5,2,3,4,13,FALSE,38.4,-77.32,297408,4252745
"1AAUA003.71",2,3.5,0.3,2.5,1,6,2004,2015,2,3,0.3,2,1,4,79,FALSE,38.42305,-77.35528,294392,4255382
"1ACHO000.47",2,3.5,1,2.5,2,5,2007,2011,2.7,3.5,1.9,2.5,3.8,5,29,FALSE,38.5,-77.31,298560,4263822
"1ADOU000.60",2,2.5,0.3,1.5,1,3,2004,2015,2,2.5,0.3,1.5,1,3,86,FALSE,38.69778,-77.12111,315541,4285375
"1ANEA000.40",NA,NA,0.3,1.5,1,3,2004,2006,NA,NA,0.3,1,1,1.4,17,FALSE,38.6,-77.25694,303460,4274805
"1ANEA000.57",3,4.5,1,3.5,1,7,2006,2015,3.5,4,1.5,3,3,6,94,FALSE,38.6,-77.25692,303462,4274805
"1AOCC002.47",2.5,5,0.3,4,1,8,2004,2015,3.5,5,0.3,3.5,1,7,89,FALSE,38.64028,-77.22222,306592,4279201
"1APOH000.21",NA,NA,0.3,0.3,1,1,2004,2005,NA,NA,0.3,0.3,1,1,9,FALSE,38.665,-77.13805,313983,4281771
"1APOH000.93",2,3,1,2,2,4,2007,2015,2.5,3,1.5,2,3,4,26,FALSE,38.67,-77.14,313826,4282330
"1APOH002.10",1.9,3,0.5,2,1,4,2007,2009,2,2.66,1,1.6,2,3.9,32,FALSE,38.67589,-77.16642,311543,4283037
"1APOH002.32",1,2.5,0.3,1.5,1,3,2004,2015,2,2.5,0.3,1,1,2,91,FALSE,38.68028,-77.16917,311315,4283530
"1APOM000.60",2.5,3,1.5,2,3,4,2007,2009,2.5,3,1.5,2,3,4,14,FALSE,38.34,-77.29,299863,4246021
"1APOM002.41",2,2.5,0.3,1.5,1,5,2004,2015,2,2.5,0.3,1.5,1,3,79,FALSE,38.3475,-77.3275,296606,4246935
"1AQUA000.43",2.5,4.5,1.5,3.5,3,7,2007,2015,2.9,4,1.5,3,3,6,57,FALSE,38.53,-77.28,301259,4267086
"AAG01",NA,NA,0.1,2,1,3,1993,1996,NA,NA,0.1,1.2,1,2.2,19,FALSE,38.914,-76.94886,331033,4309038
"AAG02",NA,NA,0.1,1,1,2,1996,1998,NA,NA,0.1,0.1,1,1,17,FALSE,38.914,-76.9422,331611,4309026
"ANA01",NA,NA,0.097,3,1,4,1990,2012,NA,NA,0.1,2,1,3,381,FALSE,38.91817,-76.94164,331669,4309488
"ANA02",NA,NA,0.1,0.1,1,1,1990,1997,NA,NA,0.1,0.1,1,1,77,FALSE,38.91567,-76.94525,331350,4309217
"ANA03",NA,NA,0.1,3,1,2,1990,1997,NA,NA,0.1,0.1,1,1,77,FALSE,38.91483,-76.94997,330939,4309132
"ANA04",NA,NA,0.1,2,1,2,1990,1997,NA,NA,0.1,0.1,1,1,75,FALSE,38.91289,-76.95303,330669,4308923
"ANA05",NA,NA,0.1,3,1,4,1990,2012,NA,NA,0.1,2,1,3,212,FALSE,38.90928,-76.95581,330419,4308527
"ANA06",NA,NA,0.1,0.1,1,1,1990,1997,NA,NA,0.1,0.1,1,1,75,FALSE,38.90567,-76.95803,330218,4308131
"ANA07",NA,NA,0.1,0.1,1,1,1990,1997,NA,NA,0.1,0.1,1,1,74,FALSE,38.90206,-76.96025,330017,4307734
"ANA08",NA,NA,0.1,7,1,8,1990,2012,NA,NA,0.1,4,1,5,245,FALSE,38.89872,-76.9622,329840,4307367
"ANA09",NA,NA,0.1,1,1,2,1990,1997,NA,NA,0.1,0.1,1,1,76,FALSE,38.89511,-76.9622,329831,4306966
"ANA10",NA,NA,0.1,0.1,1,1,1990,1997,NA,NA,0.1,0.1,1,1,76,FALSE,38.89095,-76.96303,329750,4306506
"ANA11",NA,NA,0.098,3,1,4,1990,2012,NA,NA,0.1,1,1,2,212,FALSE,38.884,-76.96886,329227,4305746
"ANA12",NA,NA,0.1,0.8,1,2,1990,1997,NA,NA,0.1,0.1,1,1,77,FALSE,38.884,-76.96886,329227,4305746
"ANA13",NA,NA,0.1,0.1,1,1,1990,1997,NA,NA,0.1,0.1,1,1,76,FALSE,38.87734,-76.97192,328946,4305012
"ANA14",NA,NA,0.1,7,1,8,1990,2012,NA,NA,0.1,3,1,4,423,FALSE,38.87734,-76.97553,328633,4305019
"ANA15",NA,NA,0.1,0.1,1,1,1990,1997,NA,NA,0.1,0.1,1,1,75,FALSE,38.87595,-76.98025,328220,4304874
"ANA16",NA,NA,0.1,0.1,1,1,1990,1997,NA,NA,0.1,0.1,1,1,74,FALSE,38.87428,-76.9847,327830,4304697
"ANA17",NA,NA,0.1,0.2,1,1,1990,1997,NA,NA,0.1,0.1,1,1,75,FALSE,38.87511,-76.98831,327519,4304796
"ANA18",NA,NA,0.1,0.1,1,1,1990,1997,NA,NA,0.1,0.1,1,1,75,FALSE,38.86972,-76.99277,327119,4304206
"ANA19",NA,NA,0.1,7,1,8,1990,2012,NA,NA,0.1,6,1,7,228,FALSE,38.87028,-76.99694,326758,4304276
"ANA20",NA,NA,0.1,0.1,1,1,1990,1997,NA,NA,0.1,0.1,1,1,75,FALSE,38.8715,-77.00108,326402,4304419
"ANA21",NA,NA,0.1,11,1,12,1990,2012,NA,NA,0.1,7,1,8,424,FALSE,38.85289,-77.0047,326042,4302361
"ANA22",NA,NA,0.1,0.1,1,1,1990,1997,NA,NA,0.1,0.1,1,1,74,FALSE,38.8665,-77.00692,325883,4303876
"ANA23",NA,NA,0.1,0.1,1,1,1990,1997,NA,NA,0.1,0.1,1,1,74,FALSE,38.86317,-77.00914,325682,4303510
"ANA24",NA,NA,0.1,6,1,7,1990,2012,NA,NA,0.1,5,1,6,224,FALSE,38.86122,-77.01276,325363,4303301
"ANA25",NA,NA,0.1,0.1,1,1,1990,1997,NA,NA,0.1,0.1,1,1,72,FALSE,38.859,-77.01692,324997,4303062
"ANA26",NA,NA,0.1,0.1,1,1,1990,1997,NA,NA,0.1,0.1,1,1,70,FALSE,38.85622,-77.01914,324798,4302758
"ANA27",NA,NA,0.1,0.1,1,1,1990,1997,NA,NA,0.1,0.1,1,1,71,FALSE,38.85289,-77.02053,324669,4302391
"ANA29",NA,NA,0.1,9,1,10,1990,2012,NA,NA,0.1,5,1,6,248,FALSE,38.85067,-77.0222,324518,4302148
"ANA30",NA,NA,0.095,3,1,4,1990,2012,NA,NA,0.1,2,1,3,243,FALSE,38.93388,-76.93806,332017,4311224
"ANT000.44",1.9,4.2,1.75,4,2,8,2013,2015,2.966,3.592,2.6,3,3,3,27,FALSE,37.6323,-76.33778,381959,4165860
"APP001.53",3.27,14.9,5,14,5,14,2006,2008,5.26,14,5,13,5,13,21,FALSE,37.3124,-77.29133,296949,4131990
"APP001.83",1.05,5.03,1,4,5,13,2006,2008,1.309,2.745,1.25,2.25,6,10,60,FALSE,37.31033,-77.30412,295809,4131788
"APP005.55",1.03,4.48,1,4,5,17,2006,2008,1.41,3.57,1.25,3,6,13,21,FALSE,37.30827,-77.35618,291189,4131673
"APP007.58",1,4.01,1,3.5,5,14,2006,2008,1.46,3.44,1.25,3.25,6,12,21,FALSE,37.27932,-77.35838,290914,4128466
"APP011.04",0.91,2.89,1,2.25,5,10,2006,2008,1.25,2.2,1.25,2.25,6,10,21,FALSE,37.23822,-77.38718,288246,4123969
"AQU003.71",1.1,1.68,1,1.5,5,7,2009,2009,1.19,1.602,1,1.35,5,6.4,7,FALSE,38.4205,-77.3532,294567,4255094
"AQU0037",1.3,2.3,1,2,2,4,2006,2008,1.4,2,1.1,1.7,2,4,21,FALSE,38.4205,-77.3532,294567,4255094
"BAK000.09",5.05,8.29,5,8,5,8,2010,2012,5.296,7.85,5,7,5,7,27,FALSE,37.11015,-76.293,385117,4107873
"BAK001.89",0,2.4,0.1,2,1,9,2010,2012,0.785,1.9,0.75,1.75,4,8,88,FALSE,37.10952,-76.31792,382902,4107834
"BAK004.35",1.35,2.26,1.25,2.25,6,10,2010,2012,1.458,2.03,1.25,1.85,6,8.4,27,FALSE,37.07637,-76.34287,380633,4104187
"BBY002.56",0.85,1.71,0.75,1.5,4,7,2019,2019,0.93,1.438,0.75,1.3,4,6.2,9,FALSE,36.9021,-76.0297,408263,4084507
"BBY002.74",0.7,1.45,0.5,1.25,3,6,2019,2019,0.8,1.295,0.75,1.25,4,6,28,FALSE,36.89964,-76.04625,406785,4084251
"BXK0031",1.4,28,0,0,1,1,2003,2013,2.1,3,0,0,1,1,128,FALSE,38.1355,-75.751,434185,4221115
"BXR0070",0.8,2.5,0.5,2.2,1,5,2011,2013,1.6,2.4,1.3,2.1,3,4,21,FALSE,38.08977,-75.77737,431831,4216060
"C-1",NA,NA,0.5,0.5,1,1,2001,2002,NA,NA,0.5,0.5,1,1,38,FALSE,37.29646,-76.0188,409703,4128246
"C-2",NA,NA,0.5,0.5,1,1,2001,2002,NA,NA,0.5,0.5,1,1,39,FALSE,37.31451,-75.99662,411690,4130228
"C-3",NA,NA,0.5,0.5,1,1,2001,2002,NA,NA,0.5,0.5,1,1,39,FALSE,37.31735,-75.9881,412448,4130535
"CB1.0",NA,NA,0,0.1,1,1,1990,2019,NA,NA,0,0,1,1,357,FALSE,39.65622,-76.17504,399196,4390261
"CB1.1",4,8.5,3,7,4,8,1990,2019,5,7,4,6,5,7,465,TRUE,39.54794,-76.08481,406792,4378146
"CB2.1",0.8,8,2.8,6,4,7,1990,2019,6,7,5,6,6,7,479,TRUE,39.44149,-76.02599,411711,4366273
"CB2.2",1,14.5,9,13,7,14,1990,2019,11.71,13.5,10,12,7.79999999999999,12,479,TRUE,39.34873,-76.17579,398686,4356135
"CB3.1",8,15.5,7,19,7,15,1990,2019,12.5,14.5,11,13,10,14,480,TRUE,39.2495,-76.2405,392959,4345197
"CB3.2",9,14,8,13,7,14,1990,2019,11.5,13,10,12,9,13,486,TRUE,39.16369,-76.30631,387143,4335754
"CB3.3C",18,27.6,17,26,11,25,1990,2019,24,26,23,24,17,22,496,TRUE,38.99596,-76.35967,382254,4317207
"CB3.3E",6,11,6,9,5,9,1990,2019,8,9,7,8,5,8,366,TRUE,39.00412,-76.34517,383523,4318094
"CB3.3W",5.5,10.5,4,9,5,10,1990,2019,8.5,9.5,7,8,6,9,366,TRUE,39.00462,-76.3881,379807,4318205
"CB4.1C",27,34.5,26,33,16,32,1990,2019,31,34,30,32,19,27,491,TRUE,38.82593,-76.39945,378520,4298390
"CB4.1E",17,26.5,16,25,11,26,1990,2019,22,25.5,21,24,14,22,362,TRUE,38.81809,-76.37144,380938,4297483
"CB4.1W",8,10,7,9,5,10,1990,2019,9,10,8,9,6,9,361,TRUE,38.81498,-76.46272,373008,4297261
"CB4.2C",20.5,29,20,28,13,27,1990,2019,26.5,28.5,25,27,16,24,491,TRUE,38.64618,-76.42127,376316,4278472
"CB4.2E",1,14,6,13,5,11,1990,2019,9,10,8,9,6,10,360,TRUE,38.64498,-76.40131,378051,4278312
"CB4.2W",8,10.5,7,9,6,10,1990,2019,9,10,8,9,6,9,362,TRUE,38.64354,-76.50217,369271,4278291
"CB4.3C",21,29,20,28,13,28,1990,2019,26,28,25,27,16,24,494,TRUE,38.55505,-76.42794,375578,4268368
"CB4.3E",20,25,19,23,12,23,1990,2019,22,23,21,22,14,20,365,TRUE,38.55624,-76.39121,378781,4268451
"CB4.3W",8,11,7,9,6,10,1990,2019,9.5,10.5,8,9,6,10,363,TRUE,38.55728,-76.49402,369824,4268707
"CB4.4",27,33.5,22,32,16,32,1990,2019,30,32.5,28.4,31,18,27,495,TRUE,38.41457,-76.34565,382521,4252671
"CB5.1",16.5,37.2,16,36,6,34,1990,2019,32,36,29.9,34,18,28,540,TRUE,38.3187,-76.29215,387043,4241966
"CB5.1W",8,10.5,7,9,4,6,1990,2019,9,9.61,8,8,4,6,501,TRUE,38.32522,-76.37574,379746,4242795
"CB5.2",27.5,34,23,33,14,31,1990,2019,30,32,29,30,17,26,491,TRUE,38.13705,-76.22787,392395,4221733
"CB5.3",20.5,30,21,29,14,27,1990,2019,26,28,25,26,16,23,459,TRUE,37.91011,-76.17137,397029,4196488
"CB5.4",16,35,1,33,1,33,1990,2019,31,34,29,33,22,31,417,TRUE,37.80013,-76.17466,396586,4184289
"CB5.4W",4,6,3,5,2,5,1990,2019,4,5.19999999999999,3,4.19999999999999,3,4.19999999999999,409,TRUE,37.81347,-76.29467,386041,4185908
"CB5.5",12,24,11,23,11,19,1990,2019,15,20,14,19,14,17,421,TRUE,37.6918,-76.18967,395112,4172286
"CB6.1",10,14,9,13,2,13,1990,2019,12,13,11,12,11,12,435,TRUE,37.58847,-76.16216,397396,4160791
"CB6.2",9,15,8,14,8,14,1990,2019,10,11,9,10,9,10,432,TRUE,37.4868,-76.15633,397772,4149504
"CB6.3",8,17,7,16,7,16,1990,2019,10,13,9,12,9,12,433,TRUE,37.41153,-76.15966,397374,4141157
"CB6.4",7,13,6,12,3,12,1990,2019,9,11,8,10,8,10,442,TRUE,37.23653,-76.20799,392849,4121795
"CB7.1",13,27,12,26,12,22,1990,2019,18,26,17,25,16,20,412,TRUE,37.68346,-75.98966,412737,4171155
"CB7.1N",13,35,12,34,12,30,1990,2019,20,33,19,32,17,24,408,TRUE,37.77513,-75.97466,414165,4181312
"CB7.1S",10,18,9,17,9,16,1990,2019,13,17,12,16,12,16,413,TRUE,37.58124,-76.05799,406584,4159880
"CB7.2",14,24,9,23,9,22,1990,2019,18.4,23,17,22,16,20.6,425,TRUE,37.41153,-76.07966,404454,4141073
"CB7.2E",10,14,9,13,9,13,1990,2019,12,14,11,13,11,13,426,TRUE,37.41153,-76.02466,409322,4141018
"CB7.3",8,17,7,16,1,16,1990,2019,12,15.5,11,14.45,11,14.9,432,TRUE,37.11681,-76.12521,400034,4108422
"CB7.3E",7,28,6,27,6,24,1990,2019,15,22,14,21,14,19,441,TRUE,37.22875,-76.05383,406514,4120769
"CB7.4",8,18,7,17,7,16,1990,2019,13,16,12,15,12,15,431,TRUE,36.9957,-76.02048,409195,4094881
"CB7.4N",7,16,6,15,6,15,1990,2019,10,14.5,9,13.5,9,14,431,TRUE,37.06237,-75.99937,411151,4102258
"CB8.1",7,16,6,15,6,15,1990,2019,8,10,7,9,7,9,442,TRUE,36.99542,-76.16772,396092,4095001
"CB8.1E",12,20,1,19,1,17,1990,2019,14,18,13,17,13,16,429,TRUE,36.94737,-76.03494,407850,4089534
"CCM0069",1.2,3,0,2,1,3,2003,2013,1.9,2.7,0,1,1,1,149,FALSE,38.44167,-75.90556,420972,4255209
"CHE001.58",1.06,2.47,1,2.25,5,10,2016,2018,1.245,2.17,1,2,5,9,26,FALSE,37.11203,-75.97255,413592,4107743
"CHE004.58",1.09,2.85,1,2.75,5,12,2016,2018,1.405,2.4,1.25,2.25,6,10,26,FALSE,37.17631,-75.99165,411970,4114892
"CHE006.36",1.18,2.1,1,2,5,9,2019,2019,1.356,2.1,1.2,1.8,5.8,8.2,9,FALSE,36.92375,-76.05175,406325,4086930
"CHE009.07",1.56,2.5,1.5,2.25,7,10,2019,2019,1.6,2.42,1.5,2.05,7,9.2,9,FALSE,36.91327,-76.10056,401964,4085817
"CHE018.19",4.79,6.29,4,6,4,6,2010,2012,5.318,5.956,5,5,5,5,27,FALSE,37.17682,-76.373,378116,4115370
"CHE018.46",2.01,2.78,2,2.5,9,11,2019,2019,2.242,2.636,2.2,2.5,9.8,11,9,FALSE,37.0837,-76.2715,386989,4104914
"CHE019.38",0.5,2.1,0.5,2,3,8,2006,2017,0.8,1.7,0.75,1.5,4,7,392,FALSE,37.21722,-76.39222,376475,4119877
"CHE019.82",2.47,4.79,2,4,2,10,2016,2018,2.658,4.066,2.15,4,2.6,4,27,FALSE,37.32776,-76.02228,409432,4131724
"CHE027.57",1.24,2.86,1,2.5,4,11,2010,2012,1.472,2.45,1.25,2.1,6,9,27,FALSE,37.3092,-76.2723,387253,4129932
"CHE027.76",3.87,5.9,3,5,3,5,2016,2018,4.046,5.494,4,5,4,5,27,FALSE,37.44776,-75.98625,412764,4145003
"CHE034.01",1.1,2.3,1,2.25,5,10,2016,2018,1.25,2.128,1,2,5,9,27,FALSE,37.52291,-75.95171,415902,4153309
"CHE0348",1,2.7,0.7,2.4,1,5,2003,2006,1.3,2.26,1,2,1,4,96,FALSE,39.2403,-75.9586,417273,4343881
"CHE035.10",1.3,2.12,1.25,2,6,9,2019,2019,1.596,2.072,1.45,2,6.8,9,9,FALSE,37.00755,-76.29974,384363,4096499
"CHE035.60",1.17,2.47,1,2.25,5,10,2010,2012,2.02,2.36,1.75,2.1,7,9.4,27,FALSE,37.42415,-76.24498,389842,4142653
"CHE038.14",1.4,2.51,1.25,2.25,6,10,2019,2019,1.528,2.182,1.25,2.05,6,9.2,9,FALSE,36.95707,-76.25215,388524,4090842
"CHE039.13",1.66,2.61,1.5,2.25,7,10,2016,2018,1.756,2.224,1.75,2.1,8,9.4,27,FALSE,37.58781,-75.93541,417414,4160495
"CHE041.32",2.29,3.01,2,3,7,13,2010,2012,2.34,2.762,2.15,2.5,9,11,27,FALSE,37.50662,-76.27492,387317,4151839
"CHE047.87",3.15,4.79,3,4,3,4,2016,2018,3.65,4.535,3,4,3,4,26,FALSE,37.71793,-75.86656,423627,4174873
"CHE052.90",4.14,5.37,4,5,4,5,2016,2018,4.452,5.134,4,5,4,5,25,FALSE,37.8106,-75.82021,427802,4185118
"CHE055.63",2.3,3.57,2.25,3.5,3,15,2013,2015,2.54,3.105,2.375,3,10,13,26,FALSE,37.69849,-76.29126,386165,4173147
"CHE056.54",1.09,3.01,1,2,5,9,2013,2015,1.47,2.1,1.25,2,6,9,27,FALSE,37.64549,-76.29562,385700,4167271
"CHE061.94",1.1,1.7,1,1.5,5,7,2013,2015,1.172,1.6,1,1.5,5,7,27,FALSE,37.77571,-76.27798,387453,4181699
"CHE063.58",1.6,3.32,1.5,3.25,5,14,2013,2015,1.7,2.692,1.5,2.5,7,11,27,FALSE,37.85352,-76.24205,390732,4190289
"CHE064.25",3.89,5.29,3,5,3,5,2013,2015,4.226,5.104,4,5,4,5,27,FALSE,37.84436,-75.7606,433079,4188819
"CHE065.67",1.22,2.21,1,2,5,9,2013,2015,1.46,2.124,1.25,2,6,9,27,FALSE,37.86394,-75.73718,435157,4190975
"CHE066.00",3.98,4.87,3,4,3,4,2013,2015,4.074,4.758,4,4,4,4,27,FALSE,37.877,-75.80904,428849,4192476
"CHK001.47",1.06,3,1,3,5,13,2006,2008,1.098,2.26,1,2.25,5,10,21,FALSE,37.25432,-76.87118,334057,4124726
"CHK006.14",4.19,5.58,4,5,4,5,2006,2008,4.3,5.09,4,5,4,5,21,FALSE,37.3123,-76.87672,333694,4131169
"CHK008.30",0.66,2.52,1,2.75,5,12,2006,2008,1.09,2.363,1,2.5,5,11,21,FALSE,37.3425,-76.8727,334116,4134512
"CHK015.12",1.2,4.11,1,4,5,17,2006,2008,1.45,3.514,1.275,3.5,6.1,13,62,FALSE,37.37323,-76.89937,331822,4137969
"CHK023.96",2.89,6.43,2.5,6,8,17,2006,2008,4.23,5.47,4,4.5,11,17,21,FALSE,37.40595,-76.93758,328513,4141669
"CHO0367",9.4,13.8,9,13.5,10,15,2006,2008,10.7,13.3,10,13,12,14,21,FALSE,38.7575,-75.9967,413399,4290338
"CHO0417",1.8,5.1,1.5,4.8,3,6,2006,2008,2.2,3.3,1.9,3,4,5,69,FALSE,38.7978,-75.9316,419101,4294750
"CHO0490",1.6,5.3,1.3,5,3,6,2006,2008,1.8,3.8,1.5,3.5,3,6,21,FALSE,38.8506,-75.8497,426267,4300540
"COA000.63",2.04,3.42,2,3,2,10,2007,2009,2.2,2.87,2,2.25,2,3,21,FALSE,37.99002,-76.46122,371687,4205714
"COA004.28",1.84,2.92,1.75,2.75,2,12,2007,2009,2.04,2.74,2,2.5,8,11,21,FALSE,37.955,-76.48378,369644,4201860
"COC001.57",1.08,2.85,1,2.75,5,12,2013,2015,1.146,2.436,1,2.25,5,10,27,FALSE,37.83912,-76.2799,387380,4188737
"COR0056",0.6,1.7,0.5,1.4,1,3,2006,2016,0.8,1.3,0.5,1,1,2,77,FALSE,39.0558,-76.0718,407262,4323515
"CRR000.79",1.31,3,1.25,2.75,6,11,2007,2009,1.51,2.44,1.5,2.25,6,10,21,FALSE,37.6573,-76.48955,368611,4168836
"CRR003.38",5.88,7.36,5,7,5,7,2007,2009,6.26,7.08,6,7,6,7,21,FALSE,37.68842,-76.47442,370000,4172268
"CRR004.02",1,3.42,0.75,3.5,4,15,2007,2009,1.12,2,1,1.75,5,8,86,FALSE,37.69735,-76.46817,370567,4173250
"CRS001.80",0.75,153,0.75,1.75,4,8,2016,2018,1.1,1.75,1,1.5,5,7,84,FALSE,37.30396,-76.01815,409770,4129079
"CRS003.83",0.7,1.31,0.5,1,3,5,2016,2018,0.8,1.1,0.75,1,4,5,27,FALSE,37.32686,-75.98868,412408,4131592
"CS-3",NA,NA,0.5,0.5,1,1,2001,2001,NA,NA,0.5,0.5,1,1,4,FALSE,37.7457,-75.76717,432412,4177877
"CSX000.55",1.37,2.29,1,2.25,5,10,2016,2018,1.584,2.214,1.4,2,6.6,9,27,FALSE,37.76188,-75.77816,431458,4179681
"CTM003.69",1.45,2.2,1.5,2,7,9,2007,2009,1.57,2.19,1.5,2,7,9,21,FALSE,37.72887,-76.42558,374375,4176689
"CTO004.91",1.33,1.9,1.25,1.75,6,8,2007,2009,1.34,1.88,1.25,1.75,6,8,21,FALSE,37.74677,-76.50003,367845,4178778
"CTT0001",2.6,4,1,3.7,1,7,2003,2003,2.8,3.74,1,3.4,1,5,36,FALSE,39.08497,-76.52428,368164,4327311
"CUR0007",3.7,8.7,3.4,8.4,5,10,2009,2011,4.3,7.1,4,6.8,5,8,21,FALSE,39.20755,-76.57975,363603,4340997
"DEP000.60",1.55,2.38,1.25,2.25,6,10,2016,2018,1.66,2.205,1.5,2,7,9,26,FALSE,37.78065,-75.74891,434051,4181742
"DIV000.41",0.8,3,0.25,2,2,9,2013,2015,1,1.6,0.75,1.5,4,7,90,FALSE,37.73362,-76.32336,383390,4177084
"DRN010.53",0.68,2.1,0.5,2,3,9,2004,2006,0.96,1.84,0.75,1.75,4,8,59,FALSE,37.63422,-76.6964,350318,4166585
"DYE000.80",0.3,1.6,0.1,1.25,1,6,2010,2012,0.8,1.344,0.75,1.25,4,6,87,FALSE,37.33817,-76.28293,386354,4133159
"DYM000.93",3.74,5.2,3,5,3,5,2013,2015,4.1,4.635,4,4,4,4,26,FALSE,37.66996,-76.34563,381326,4170049
"EBB01",5,9,0.3,8,1,8,1998,2019,6,8,5,7,3,7,240,FALSE,36.83611,-76.24444,389034,4077414
"EBE1",5,13,4,12,4,12,1990,2019,7,9.25,6,8.25,6,8.5,326,TRUE,36.8407,-76.28911,385058,4077976
"EBE1-E",8,9,7,8,7,8,2001,2001,8,8.8,7,7.8,7,7.8,3,FALSE,36.84087,-76.28538,385391,4077990
"EBL000.00",1.2,1.88,1,1.75,5,8,2019,2019,1.328,1.816,1,1.75,5,8,9,FALSE,36.88651,-76.0746,404243,4082822
"EBL002.52",0.91,1.96,0.75,1.75,4,8,2019,2019,0.982,1.832,0.95,1.75,4.8,8,9,FALSE,36.8553,-76.0627,405265,4079348
"EE1.1",8.4,15,7.4,13,7,14,1990,2019,12,13.5,11,12.28,10.2,14,443,TRUE,38.88,-76.2515,391445,4304204
"EE2.1",6.4,17.8,5.4,9,5,10,1990,2019,7.3,8.3,6.3,7.2,7,8,440,TRUE,38.6549,-76.2643,389990,4279239
"EE2.2",7.2,15,0.5,14,1,15,1990,2019,11.04,14,10,12.7,8,14,437,TRUE,38.52609,-76.30408,386325,4264994
"EE3.0",4.8,9.2,3.8,8.2,5,9,1990,2019,6.5,7.96,5.3,6.9,6.39999999999999,8,365,TRUE,38.28093,-76.01033,411634,4237468
"EE3.1",10.5,14.6,0.5,13.6,1,15,1990,2019,11.5,13.9,10.5,12.8,11,14,406,TRUE,38.19685,-75.97321,414782,4228103
"EE3.2",24,29.6,0.5,28.6,1,28,1990,2019,26.25,28.5,25.1,27.35,16,18,396,TRUE,37.98139,-75.92423,418833,4204153
